0.845441108	28.45039869	89.21296
0.772214576	1.179445817	98.79407
1.303769401	-0.701765274	86.81447
0.295920154	1.305419675	104.56697
-0.734998865	-0.511614784	82.89321
-1.922332829	-2.967735122	62.58617
-2.62350937	-1.744822979	59.21620
0.992596958	-2.549999377	60.96012
0.31363396	-1.496956324	62.10993
0.136331413	-0.254425124	59.52019
-0.893116468	1.525894693	22.35248
-3.985639974	-1.151851045	-0.21659
-1.930560855	1.609791247	-9.16879
-0.159508248	1.376988274	-25.97641
-0.740365507	-0.527392589	-40.73464
0.46127272	-0.11305116	-43.40492
2.52828198	5.834254766	-36.26467
2.631729395	-1.766130088	-41.25340
2.155748663	1.193278504	-44.97067
3.133576894	-2.195488722	-33.76611
-9.432332881	3.84537543	-33.36199
3.508532955	1.850010731	-23.46912
1.361106933	-2.060572287	-35.09640
-1.45225907	-10.71953224	-45.40644
2.695123558	-0.254114018	-49.67068
2.496105562	1.703431373	-31.94653
-1.827382123	-1.06490076	-28.36290
0.428012021	-0.383344191	-18.77414
3.2825535	-0.009863917	-15.65097
0.602282704	-0.304935187	-20.96567
0.708638054	-0.008138242	-23.45494
1.554619664	-1.326629234	-24.19294
3.063349034	-0.370425932	-20.28719
0.933913994	0.320630186	-18.86304
2.472315643	0.438673916	-35.27019
-9.011879223	2.391594193	-48.65721
6.714408882	1.724226536	-44.57334
0.816171742	-0.228882203	-44.91642
-1.566793144	-1.896377808	-43.04271
-3.196756721	1.472343812	-35.30021
1.537880608	-0.427807487	-40.08093
-1.91013895	-1.785714286	-43.88258
1.423450748	1.162890861	-46.59431
2.098413022	-1.548421797	-46.75956
-0.213017358	-0.07523511	-32.53545
1.921248812	-0.303970223	-33.02115
2.024119254	0.540209162	-37.59827
-9.053728949	-2.253601483	-38.07672
2.650559915	-1.23015873	-38.39250
0.874450247	0.472419915	-38.86387
1.520854267	-1.940123928	-39.48787
-1.70105687	-0.173449612	-22.39173
2.363642569	-0.564067222	-16.83303
-0.710224905	-1.104612703	-25.44204
1.346654353	-0.812762923	-25.88932
3.512434349	-0.422529352	-13.62881
0.686652688	-0.212110613	-17.67155
0.235271675	0.154831523	-3.65432
-2.16163923	0.759757245	-6.66202
-2.501175212	2.839582173	-15.94579
0.540333843	1.415252657	-10.49966
1.918211433	2.302677809	7.39519
2.007041682	6.06760543	9.36858
-0.3228885	6.866409818	29.16730
0.402125521	9.457792681	46.44678
1.006055405	8.592291508	54.46761
-0.199836354	2.868076249	37.36689
-0.381553015	3.520518891	43.92984
0.705886077	-1.103309504	43.85174
0.510773389	6.728858073	49.35726
-0.725521469	5.74260361	35.54060
-1.798691132	4.864566426	34.91365
0.589827958	4.032108676	40.26411
-1.703340677	1.731631757	42.23664
-2.037607563	-0.633359446	60.56356
-1.014347085	1.353140517	63.71575
0.384487593	-0.536998296	56.95072
-0.666112591	-0.03416375	44.83307
-0.273259535	-0.922530816	53.58196
-1.931515608	-0.77673908	54.82677
-4.211663002	-0.45584395	54.70726
1.479930267	0.262960104	64.52862
2.433518857	0.598724972	68.16219
-0.269091213	8.036985635	63.84918
0.457536514	-0.526500527	61.65583
1.122301596	-2.434450425	50.12883
-1.709808282	-0.301603582	45.77362
-1.400634197	-2.142958521	35.69993
-1.199557253	-3.005647507	40.95077
-2.298666517	-2.294845857	32.59696
-1.702337238	-2.821083318	14.99885
0.205156972	-2.017306967	12.92005
0.675077561	-0.349325216	15.44834
-1.051628425	1.765696737	14.47594
1.790474681	-1.034554308	7.52677
-0.46010533	-1.454645105	2.94600
-1.167677914	-0.485078906	-6.40007
-3.370619695	-3.974069899	2.82066
-2.48555496	-3.973120356	10.76206
1.660029282	-1.059210698	7.61041
3.748383126	1.91218558	-16.73695
-0.781381445	-1.543318081	-41.04103
-0.146255339	-1.667019682	-43.39070
-0.272285707	0.242792109	-27.59089
3.233034703	0.346054293	-27.02896
1.074327008	-0.46945521	-24.43983
-2.048218553	-0.420459322	-19.69295
-2.744254829	-4.609275765	-17.66791
-5.592404885	-2.138177564	-12.79770
1.854788149	-7.66898775	-9.91279
0.439487119	-2.384897347	-7.22894
3.335687778	1.663540885	-7.43969
0.398754114	2.247413679	-22.38162
3.372170015	-2.002294017	-33.64158
-0.279927914	2.265606438	-34.69034
1.199910053	-0.16361672	-31.67796
-0.473186003	0.041509495	-28.71440
0.670347319	-2.245771738	-21.34215
-1.456618082	0.42390378	-31.66980
0.224128034	-2.380387293	-29.80901
0.643258763	-0.107246318	-23.18359
-0.506219939	-0.153588144	-18.94012
0.364209096	0.16331526	-14.97372
-0.694773202	0.321054405	-15.61363
2.344969532	-0.431637083	-24.47179
-1.291849931	-1.032652676	-29.36610
-3.050134281	-0.562425684	-28.52250
0.860582956	-1.045072465	-25.38396
0.764011299	-0.068194552	-24.11736
0.031361263	-0.363275077	-16.57729
-0.073767963	-2.690043436	-19.74047
-2.281848492	-2.077141817	-23.30102
2.775052293	-2.373017196	-27.63596
0.402261537	0.306258525	-25.91108
-0.779347338	1.244227598	-20.93313
-2.649581083	-0.150389769	-24.96081
-2.763361414	-1.543646781	-34.47039
2.004322972	-2.676479858	-50.22026
-0.261610005	-0.03509013	-57.68459
3.599395352	-0.372565522	-50.13992
3.112122283	0.494107767	-37.07453
0.856707257	0.767436843	-36.25915
0.55977023	-3.796756509	-36.11328
-1.629016628	-5.229824623	-37.87195
0.017998088	-27.22415836	-51.82972
-0.894478407	-21.04802052	-55.47685
0.188861995	-7.184317409	-61.64506
2.13703258	-0.123556703	-66.48673
1.368258281	-7.325662584	-69.45240
1.990547028	-11.02010996	-81.08279
1.120894734	8.699997324	-78.42394
-6.837549006	7.862449261	-54.38887
0.648664639	-0.725246633	-48.94598
1.680002397	5.130015196	-51.27059
0.302674365	4.894834809	-60.26610
-1.4172072	15.46506958	-46.67456
-1.25209111	2.852575431	-41.95143
-1.34994823	1.2866138	-35.24773
1.242843428	3.190208523	-25.35608
1.466537343	1.741468265	-19.61300
-0.537507317	2.068915575	-30.90603
4.630566697	2.668234706	-33.85524
1.376748654	-0.127281598	-18.97711
-1.03429997	-4.217185529	-22.52971
0.335743566	-0.475708834	-17.53332
-0.792792185	-2.444020236	-12.52645
0.1279975	-5.345963536	-5.34190
-1.37952468	-10.48416199	2.66863
0.140094997	-0.301344073	13.91197
0.631295855	-4.782445434	19.00084
0.540446071	5.408733772	11.45439
-0.489145804	1.724248781	5.00017
-0.58186919	-3.111600541	-5.31635
0.740766776	-4.854770655	-11.67957
2.004785879	-3.714841777	-9.61724
0.601855467	-3.756340431	-5.07406
2.844252414	-6.022660984	-2.16951
0.754251019	-3.311070982	7.60237
0.402845053	11.08403978	11.06873
-4.692533121	13.20927273	17.53082
-0.816319237	3.212979065	11.96302
0.690734564	6.458456296	17.27928
0.733775629	9.435987505	16.70703
-0.133828342	-3.228182594	21.25844
0.062762641	-4.403611515	2.84148
0.878129227	-1.84892828	0.75878
1.498983333	-4.224569205	2.13506
0.137421555	2.017668199	3.60635
0.942427678	3.305834496	10.30871
1.244840172	-0.233767937	17.84567
-0.577557279	9.096617881	14.25408
-0.916949477	1.331494792	16.17953
0.422664369	-3.935961117	12.73953
1.476885463	-4.693463243	12.18217
-0.44535955	-12.24273624	2.34041
-0.918233853	-3.690848919	-6.56880
-1.353790864	-6.305554079	-15.40273
0.172873844	8.672963848	-25.38979
-5.86340617	45.44872337	-16.37985
4.473476218	22.32910762	-18.98240
0.57171781	9.297760758	-14.97214
1.366922651	-8.38729079	-10.01457
0.348707218	-15.65164292	-0.74397
-0.405208544	-13.07815548	-0.12270
-0.512359968	-17.99809716	9.62732
0.422899893	-3.93442623	17.56152
-2.308227085	3.977923908	10.10335
-0.299018332	-0.151196043	13.93273
0.326313983	-3.443867743	16.11094
1.676902639	1.874930832	7.63188
-1.156759165	2.840200103	2.46479
1.745874522	1.253477004	5.56748
-0.073687448	4.373945067	9.90402
0.40630061	-2.992208157	10.49609
0.671900116	-11.52297722	5.05007
0.186367114	-6.299600229	2.16975
-1.366551737	-0.836223818	-11.19069
-1.074582138	1.882458663	-18.52381
0.602226439	5.945100027	-22.34541
-1.87600773	7.942713002	-14.68377
0.410990874	5.233546023	-22.69400
0.784651722	-0.737263178	-32.12660
-0.022180489	-2.690048759	-32.08458
0.438096517	-0.160777564	-33.45665
1.330450313	-0.009819936	-32.86836
-0.475639186	-5.128203262	-20.10748
0.530354015	-8.064178557	-8.30828
-0.270738323	-1.173692618	-12.93597
0.586121449	3.413696716	-10.77803
-1.172535977	2.212114301	-2.66509
-1.167117425	2.616139763	1.36072
0.312931837	-2.777250791	7.43603
-0.475660237	-6.15786703	4.09280
1.019502275	-6.023109244	-7.39582
-0.295816448	-1.280223371	-6.71808
0.018897672	-2.181144722	-4.55468
0.774212433	1.343051531	-8.10622
0.105759753	-10.12503625	-13.69060
0.641321523	-10.78829393	-18.87176
0.526319277	2.945859873	-19.36115
-0.290942305	-0.504051231	-25.44331
-0.152059535	1.892716551	-26.07534
-0.75154705	10.2437199	-13.85562
0.731611302	8.032919124	-0.96013
0.509321874	7.966421902	-10.29579
-0.644394678	2.470483277	-6.32116
-0.173443586	-5.291593883	-1.08134
1.003191261	-4.693692614	2.59056
0.812464837	2.194278896	18.92404
0.283848011	0.897652514	21.76120
0.519919767	-4.322837023	28.52167
-0.681826946	4.664047598	29.61410
0.813154887	3.649640002	28.16256
