"x" "y" "z" "p"
"111" 10.2957880330353 31.4126983586741 140.771723920829 569.587868925425
"112" 11.4001435840984 31.6725191317216 140.395213000933 568.666580820754
"113" 11.7031411253235 32.3420668536638 140.557459003742 567.819130921062
"114" 11.2554037291876 32.5773781473794 141.381174821467 567.508195214726
"115" 12.9572637025572 32.9751180656294 142.262228050643 568.156127944049
"116" 12.4853022544907 33.2030736772272 143.228579709507 568.984420541348
"117" 12.0589171659328 33.9119165798623 144.640756540872 570.094831360457
"118" 11.5648701681647 34.3396970681138 144.854118387915 570.843564773573
"119" 11.1469385560109 34.1824013286882 144.278133031638 571.82783376441
"120" 11.3026706194878 33.9260242449503 144.26694559724 572.087601863227
"121" 11.9083507468072 33.888872872544 144.558402739326 572.426731832835
"122" 12.2969791384159 34.1252216426696 145.333973568768 573.136897217464
"123" 11.585324558322 34.1474097962671 145.450779334154 574.559332322003
"124" 11.8621080400225 34.6942004138427 148.218683096143 576.749431681448
"125" 11.7536931680059 34.7237661733834 149.128840930502 578.959732273305
"126" 11.250110376736 34.5555892228407 149.604231907068 580.704145533634
"127" 11.4071756016111 34.4327711300213 149.27818723851 581.685886688089
"128" 11.7349034780689 34.7702545678923 149.082874538558 583.306827536832
"129" 11.6214047468394 35.2081738013772 149.372032340927 585.792360434751
"130" 12.5036255129785 35.3350169977223 149.729272401877 587.812151011663
"131" 12.5127903556801 35.5868601644747 149.861756791715 588.88719608636
"132" 12.2256396537101 36.0453230568626 150.248110905338 590.240534158293
"133" 12.250467512174 36.5367621675438 151.970586961315 591.73196903157
"134" 12.235297773529 36.2054068484428 151.89649208013 593.922760171673
"135" 12.9301193022475 36.4481452023965 152.600928012949 595.599250583059
"136" 12.0042854125562 36.6152004076565 152.342275106433 598.015900764852
"137" 11.7981029572165 36.4933390683632 153.339364931404 599.68629855985
"138" 12.1580378715963 36.2922869389933 153.218807152605 601.143792095379
"139" 12.1362220079401 36.3762680185845 154.369382326631 602.600870412152
"140" 11.9589223164628 36.3515603967709 154.261312897426 604.862541589205
"141" 12.0914309492665 36.1635010859725 154.495976623818 607.049192047492
"142" 11.6165166628871 35.6573804416607 153.992839726268 607.022671812704
"143" 11.5151425962756 35.6239459058504 153.210553805556 607.364328266898
"144" 11.3537457439868 35.5581693359062 152.67689140095 610.326753979318
"145" 10.6559022080087 35.1601709958268 153.358822506764 609.75601420356
"146" 10.7955348418153 34.5884840869082 152.18987382301 608.634275284961
"147" 11.013396940478 34.0910991505962 151.858858564169 607.64015137505
"148" 10.4923713131507 33.6496759909426 150.953874095499 606.897417594302
"149" 10.062245088635 33.763289537023 149.682838234766 605.457404769745
"150" 10.1610334196189 33.0755158668503 148.450128907987 603.855723500321
"151" 10.4921310151431 32.551594114495 147.778846372322 602.066547656128
"152" 10.7532488863005 32.9269749183912 146.497866309678 600.268878289279
"153" 10.1983342996846 32.6956261028253 145.060276564155 597.464376308985
"154" 9.95218248416289 32.6540259638526 144.296829576011 595.13277844859
"155" 10.907889155369 32.709757284714 144.048152006204 593.003402066651
"156" 10.3039776377236 32.2350167680931 142.906364804115 590.879945184487
"157" 10.2482577216344 32.403010299684 143.467928613857 588.095572096574
"158" 9.88146181543988 32.3817306566939 142.191709768782 585.533179463136
"159" 10.8506528822811 32.482491019982 141.500820859576 585.505669350431
"160" 10.6607581234558 32.3212479763514 140.754816989893 582.49929039568
"161" 10.4471801669609 31.9406050570907 140.29867321355 580.827222765057
"162" 10.1292354562449 31.7319698907919 141.553242113368 578.321143118805
"163" 9.89233335407506 31.9161020265454 140.815872600489 575.874322783715
"164" 9.92378003662253 31.673348570901 140.098270680809 573.659180774576
"165" 9.55304491043972 31.6823801292136 139.198376956328 570.941676784758
"166" 10.4278173918603 31.2184157122349 138.880104706449 569.621861472039
"167" 10.0900259737407 31.4658406100202 139.625345404594 567.346604494475
"168" 10.9854217560537 31.8065950918412 139.744626472915 567.105998985222
"169" 11.5485903392178 32.01632630184 141.566581090316 566.953227739278
"170" 11.224903587219 32.4124289479522 141.017413966257 567.372114091552
"171" 11.8443803844549 32.8994234275599 141.255487519185 567.343362460509
"172" 11.7138900270915 32.8485876990838 141.920430532904 567.836038539347
"173" 12.0607813751389 33.6715280529451 143.163478059628 568.623121869468
"174" 11.5788955800365 34.0056585293235 143.207955078108 569.005244255816
"175" 11.2794553760187 33.8435670228574 143.029837438865 570.162738558844
"176" 11.2772629000522 34.3345022490426 145.827590924777 570.881295287517
"177" 11.7263635197194 34.3406263548251 145.596937713355 572.419015026942
"178" 11.6981027321739 34.166448518703 146.057678199095 573.190546185598
"179" 11.2760543767449 33.7139551100038 146.051496513171 574.379122211541
"180" 11.1250624579346 33.6356439959459 145.353333085606 575.626839670031
"181" 10.3893822703704 33.6094718001091 144.771224779014 576.127571768623
"182" 10.696859338422 33.2849842107629 144.669850594311 576.521799628826
"183" 10.1505629435053 32.9066169623509 144.557215624415 577.165889956178
"184" 9.97313521490674 32.5830306466085 143.555599508969 576.447254974638
"185" 9.79658532359952 32.0082773586676 142.325215616282 576.063733429097
"186" 9.44818150834026 31.5282567226317 141.120057959601 573.766202896737
"187" 9.59193693706763 31.6779430637219 139.907311994614 572.152800027047
"188" 10.4815144153156 31.5553513338817 138.964297781806 571.221657231988
"189" 10.1789738761237 31.3419143373537 138.488529576134 568.648694296064
"190" 10.5370689471267 31.4937500350067 138.325926759113 566.451162058465
"191" 11.1338289812275 31.9464268057994 138.282614970108 565.717495552267
"192" 10.6223076518937 31.5247130653238 138.372418515759 564.023467743049
"193" 10.370500450118 31.1010817890376 137.877620466693 562.043209549324
"194" 9.80141992183677 31.3548073510918 137.127414534544 560.551919668635
"195" 11.0506295932976 31.3344072589685 139.934016046029 559.673248386457
"196" 11.0173123324988 31.6733096855467 140.045622353287 559.777084556776
"197" 11.5456113909524 32.0629714580468 139.832443282833 559.908168330386
"198" 12.0715694223551 32.865906731348 140.520095096891 560.061878348567
"199" 11.6306619341853 32.841458344022 140.463524396393 562.849999929369
"200" 10.9995727457608 32.5008855667834 141.883386643579 563.360549525122
"201" 11.5289993539935 32.3497683824129 141.440957217172 563.430313661589
"202" 11.2215592182841 32.5869386435653 141.097833232841 563.262387850254
"203" 11.7102232729858 32.405577078388 141.607695655451 563.545388346838
"204" 11.4374437466278 32.9306873316405 141.325185478902 563.323775685777
"205" 11.0962630205767 33.1656810057198 141.198980307914 564.001301184517
"206" 10.5144245585205 32.8957525141893 142.087857867893 564.360941681484
"207" 11.3219882661614 33.0037846699905 142.044072686088 565.797684615104
"208" 11.4681246879805 33.0566541748237 143.799673139488 567.357205535541
"209" 11.3435339168967 33.3056213861997 143.378269373294 568.427312614535
"210" 11.2397192411709 33.0025645455189 142.624297391194 568.256384510142
"211" 11.263515544928 32.7867677273358 142.395258310885 568.510446337662
"212" 10.9950304113495 32.502782802794 142.38547195148 568.940450081665
"213" 10.824474222936 32.0168884039074 141.324635008944 568.149475663512
"214" 10.8901596973671 32.428478580094 141.686378187105 568.222327614774
"215" 10.7667588099395 32.3852299221952 141.338814977686 568.329697702679
"216" 11.4744289548925 32.8240091711758 141.290929159127 568.15084495314
"217" 10.7349683650159 33.1217888090352 141.372150664538 567.656805760386
"218" 10.4519550262843 33.0162437621012 142.714559179487 567.607828767593
"219" 10.6800746367768 33.0592783199689 142.392294343978 567.792748327247
"220" 10.4324422117524 33.1585603094034 142.302910234049 567.53507888849
"221" 10.2360243510455 32.457456466937 141.480969443265 566.332213006664
"222" 10.0937243053299 32.5572027026266 141.575515545297 565.935719005537
"223" 10.3189488720074 32.3971582491957 141.246820596768 566.449769488661
"224" 10.2277106101358 31.9166865503216 141.209967637184 565.604414982755
"225" 9.88351016961509 31.613208241001 141.841094247994 565.569417664727
"226" 10.1801180536377 31.009181699483 140.714514087443 566.716880512223
"227" 9.79939347676775 31.1448127719358 144.498476178099 567.341649696126
"228" 10.5807731226416 31.2767209411596 143.335164800795 567.097444007765
"229" 11.9190971901348 31.4834557127676 143.270474275317 567.322724294752
"230" 12.0422061507661 31.8830041568797 142.913599842826 568.566059106328
"231" 12.4554055933375 32.6474212266894 142.775128246132 569.611086048292
"232" 13.1702338342703 33.336190923883 143.058987715205 570.387499497
"233" 13.113624141654 34.042761623229 144.870773846636 571.809482996735
"234" 12.3732169056487 34.5508494080012 145.947850197494 573.620932146055
"235" 11.9397093154488 34.2316751293436 146.671820886061 575.444039910206
"236" 11.540201552085 33.8428955543043 148.638589860201 577.25601145003
"237" 11.2452712293672 33.4432197127834 148.417264778418 578.943594932401
"238" 11.1447420425998 33.9036618678386 148.019174243813 579.838756526291
"239" 11.2590127957245 34.1518321072619 148.504522650674 580.470335076246
